id,ItemDescription,Diagnosis,PreventiveFlag
336,Buttons:  ANAL GLAND EXPRESSION ADD ON,"HISTORY: Has emptied her AG a few times, usually when left alone so likely got anxious. Also itchy again but responded well to Apoquel when she was on it.   PHYSICAL EXAMINATION:   Body Score:        3.5 / 5 Goal weight = 33kg Clean eyes, ears. Minimal tartar only. Heart and lungs ok.  HR=126 Abdominal palpation normal. Skin and coat healthy but pruritus present.   PLAN:      DIET RECOMMENDATION: Suspect atopy over food allergies but could still try hypoallergenic diet and/or referral to dermatologist. Ok to refill Apoquel as needed, should start at BID until better, then SID ongoing, and off label at EOD if still effective enough. AG - full R>L, liquid, easily expressed BA - IN 1 yr   DIAGNOSIS:  Atopic Dermatitis, Overweight, Dental disease Grade I     PRESCRIPTION(S): Apoquel 16 mg  - 1 PO BID for 7-14 days, then SID ongoing. -MD ",0
337,Buttons:  Apoquel 16 mg,"HISTORY: Has emptied her AG a few times, usually when left alone so likely got anxious. Also itchy again but responded well to Apoquel when she was on it.   PHYSICAL EXAMINATION:   Body Score:        3.5 / 5 Goal weight = 33kg Clean eyes, ears. Minimal tartar only. Heart and lungs ok.  HR=126 Abdominal palpation normal. Skin and coat healthy but pruritus present.   PLAN:      DIET RECOMMENDATION: Suspect atopy over food allergies but could still try hypoallergenic diet and/or referral to dermatologist. Ok to refill Apoquel as needed, should start at BID until better, then SID ongoing, and off label at EOD if still effective enough. AG - full R>L, liquid, easily expressed BA - IN 1 yr   DIAGNOSIS:  Atopic Dermatitis, Overweight, Dental disease Grade I     PRESCRIPTION(S): Apoquel 16 mg  - 1 PO BID for 7-14 days, then SID ongoing. -MD ",0
338,Chanel:  Prednisolone 10mg/ml,"HISTORY: Has emptied her AG a few times, usually when left alone so likely got anxious. Also itchy again but responded well to Apoquel when she was on it.   PHYSICAL EXAMINATION:   Body Score:        3.5 / 5 Goal weight = 33kg Clean eyes, ears. Minimal tartar only. Heart and lungs ok.  HR=126 Abdominal palpation normal. Skin and coat healthy but pruritus present.   PLAN:      DIET RECOMMENDATION: Suspect atopy over food allergies but could still try hypoallergenic diet and/or referral to dermatologist. Ok to refill Apoquel as needed, should start at BID until better, then SID ongoing, and off label at EOD if still effective enough. AG - full R>L, liquid, easily expressed BA - IN 1 yr   DIAGNOSIS:  Atopic Dermatitis, Overweight, Dental disease Grade I     PRESCRIPTION(S): Apoquel 16 mg  - 1 PO BID for 7-14 days, then SID ongoing. -MD ",0
339,Chanel:  INJECTION- Convenia Vin #805423000,"HISTORY: Has emptied her AG a few times, usually when left alone so likely got anxious. Also itchy again but responded well to Apoquel when she was on it.   PHYSICAL EXAMINATION:   Body Score:        3.5 / 5 Goal weight = 33kg Clean eyes, ears. Minimal tartar only. Heart and lungs ok.  HR=126 Abdominal palpation normal. Skin and coat healthy but pruritus present.   PLAN:      DIET RECOMMENDATION: Suspect atopy over food allergies but could still try hypoallergenic diet and/or referral to dermatologist. Ok to refill Apoquel as needed, should start at BID until better, then SID ongoing, and off label at EOD if still effective enough. AG - full R>L, liquid, easily expressed BA - IN 1 yr   DIAGNOSIS:  Atopic Dermatitis, Overweight, Dental disease Grade I     PRESCRIPTION(S): Apoquel 16 mg  - 1 PO BID for 7-14 days, then SID ongoing. -MD ",0
340,Buttons:  VACCINE CANINE EXAM + BORD,"HISTORY: Has emptied her AG a few times, usually when left alone so likely got anxious. Also itchy again but responded well to Apoquel when she was on it.   PHYSICAL EXAMINATION:   Body Score:        3.5 / 5 Goal weight = 33kg Clean eyes, ears. Minimal tartar only. Heart and lungs ok.  HR=126 Abdominal palpation normal. Skin and coat healthy but pruritus present.   PLAN:      DIET RECOMMENDATION: Suspect atopy over food allergies but could still try hypoallergenic diet and/or referral to dermatologist. Ok to refill Apoquel as needed, should start at BID until better, then SID ongoing, and off label at EOD if still effective enough. AG - full R>L, liquid, easily expressed BA - IN 1 yr   DIAGNOSIS:  Atopic Dermatitis, Overweight, Dental disease Grade I     PRESCRIPTION(S): Apoquel 16 mg  - 1 PO BID for 7-14 days, then SID ongoing. -MD ",1
341,PRINCESS LEAH:  Medicated Ear Cleaning,Otitis Externa  Demodex with Secondary Bacterial Pyoderma,0
342,PRINCESS LEAH:  Annual Wellness Exam,Otitis Externa  Demodex with Secondary Bacterial Pyoderma,0
343,PRINCESS LEAH:  Nexgard Chews Purple 24.1-60# - 3 ,Otitis Externa  Demodex with Secondary Bacterial Pyoderma,1
344,PRINCESS LEAH:  Posatex Otic Suspension 15ml.,Otitis Externa  Demodex with Secondary Bacterial Pyoderma,0
345,PRINCESS LEAH:  Impression Cytology,Otitis Externa  Demodex with Secondary Bacterial Pyoderma,0
346,PRINCESS LEAH:  Douxo Chlorhexidine Mousse 200ml,Otitis Externa  Demodex with Secondary Bacterial Pyoderma,0
347,PRINCESS LEAH:  Skin Scraping,Otitis Externa  Demodex with Secondary Bacterial Pyoderma,0
348,Khali:  VetriScience Entero Flora ProPowder 60gm,Giardia TX ,0
349,Khali:  Panacur Granules per gram #46874,Giardia TX ,0
350,Lucky:  Panacur Granules Blue 1.8g (222mg/g),Parasite ,0
351,Cayper:  Buprenorphine (gen) 0.3mg/mL/mL DISPMED,Suspect UTI  ,0
352,Cayper:  Cefovecin (Convenia) 80mg/mL/mL IHINJ,Suspect UTI  ,0
353,Max:  Sedation Radiology,Neck pain ,0
354,Max:  RAD Spine 1-2 Views,Neck pain ,0
355,Max:  AccuPlex4 (HWAg Ehrlich Anapl Lyme) AC100,Neck pain ,0
356,Max:  RAD Radiology InterpretationInHouseRtn,Neck pain ,0
357,Max:  Gabapentin (Neurontin) 50mg/mL/mL Oral DISPM,Neck pain ,0
358,Oliver:  Famotidine Inject 0-20lbs,GI Upset  ,0
359,Oliver:  Cerenia 16-mg tablet blister pack,GI Upset  ,0
360,Oliver:  Xray 2 views w/ Intrepretation,GI Upset  ,0
361,Oliver:  Fluid Administration-SQ feline/canine<25,GI Upset  ,0
362,Oliver:  PHYSICAL EXAM- Work-in/Walk-in,GI Upset  ,0
363,Oliver:  Cerenia Injection 0-25 lbs,GI Upset  ,0
364,Oliver:  Rad Interpretation-ACVR diplomate,GI Upset  ,0
365,Coco:  Marcaine INJ 0.5% per ml,dental ,0
366,Coco:  Diazepam INJ (5mg/ml) per ml,dental ,0
367,Coco:  Propofol 28 INJ (10mg/ml) per ml,dental ,0
368,Coco:  Ampicillin Injections / Day,dental ,0
369,Coco:  HydromorphoneINJ(2mg/ml) per ml,dental ,0
370,Coco:  Cerenia INJ (10mg/ml) per ml,dental ,0
371,Coco:  Rimadyl INJ (50mg/ml) per ml,dental ,0
372,Coco:  Rimadyl 25mg Chewable,dental ,0
373,Coco:  IV Cath / Fluids (Anesthesia),dental ,0
374,Ribbon:  Chem 17 w/ CBC & Lyte 4,lethargic ,0
375,Ribbon:  Comprehensive Illness Exam,lethargic ,0
376,Ribbon:  Apoquel 3.6mg,lethargic ,0
377,Ribbon:  Urinalysis Complete,lethargic ,0
378,Ribbon:  Biohazard Waste Management Fee,lethargic ,0
379,Ribbon:  UA Ultrasound Cystocentisis ( add on),lethargic ,0
380,Salvatore:   Examination /Problem,Painful Hind End ,0
381,Salvatore:  Butorphanol Inj. 10 mg/ml,Painful Hind End ,0
382,Salvatore:  Hazardous/Medical Waste Disposal,Painful Hind End ,0
383,Salvatore:  Fluids Subcutaneous,Painful Hind End ,0
384,Salvatore:  Convenia inject.(per ml),Painful Hind End ,0
385,Salvatore:  Antisedan Injectable/ml,Painful Hind End ,0
386,"Salvatore:  Pill Pocket Chx, Lg -30/Bag",Painful Hind End ,0
387,Salvatore:  Dexmedetomidine Inject per ml,Painful Hind End ,0
388,Salvatore:  Shave/Trim/Clean Perianal,Painful Hind End ,0
389,"Salvatore:  Buster Collar, 15cm",Painful Hind End ,0
390,"Salvatore:  Neo-Predef w/Tetracaine Powder, 15gm",Painful Hind End ,0
391,Buster :  PROVIABLE-FORTE,Mass Removal ,0
392,Buster :  Physical Comprehensive/Ext,Mass Removal ,0
393,"Sunday:  Exam, Primary Care Non-routine",Loose Stool/Vomiting/ Licking vulva ,0
394,Sunday:  Urinalysis and UPC,Loose Stool/Vomiting/ Licking vulva ,0
395,Lola:  Rovera (Carprofen) 25mg Cw Tab DISPMED,cervical pain ,0
396,Lola:  Schem CBC UA SA021,cervical pain ,0
397,Lola:  Laser Therapy Level 1,cervical pain ,0
398,Lola:  Exam/Consultation   Medical Condition,cervical pain ,0
399,Pekoe:  Dasuquin Advanced Large 140ct SOFT CHEW,lameness left fore ,0
400,Pekoe:  Exam,lameness left fore ,0
401,Pekoe:  Radiographic/Front Leg Series,lameness left fore ,0
402,Pekoe:  Rimadyl Chewable 100mg,lameness left fore ,0
403,Luna:  Comprehensive Examination & Consultation,Seizure ,0
404,Luna:  Venipuncture - Blood Collection,Seizure ,0
405,Luna:  Canine VAD - No Fecal or Urine,Seizure ,0
406,Ozzy:  Exam - Mini Recheck,Dental ,0
407,Ozzy:  Hospitalization - 12 hr Overnight ,Dental ,0
408,Ozzy:  Dental X-Rays Full Mouth (small film),Dental ,0
409,Ozzy:  Metacam Liquid Cats 3 ml bottle,Dental ,0
410,Ozzy:  Extraction time\includesAnesth,Dental ,0
411,Ozzy:  Dental Nerve Block for pain,Dental ,0
412,Ozzy:  Dental Prophy Feline w Fluids,Dental ,0
413,Ozzy:  Dental Extraction Pack Instrum,Dental ,0
414,Ozzy:  Monocryl 4-0 - Per Unit,Dental ,0
415,Tino:  Regulatory/Medical Waste Fee,Coughing ,0
416,Tino:  Examination/Consultation,Coughing ,0
417,"Tino:  Doxycycline 100mg, per Tablet",Coughing ,0
418,"Tino:  Radiographs, 2 Views",Coughing ,0
419,"Tino:  IDEXX Digital Rad Referral, Priority",Coughing ,0
420,"Tino:  Aventi CLAV 125 mg, per Tablet",Coughing ,0
421,"Tino:  Prednisone 5mg, per Tablet",Coughing ,0
422,Tino:  ReCheck / Consultation,Coughing ,0
423,"Tino:  Radiograph, 1 View (Additional)",Coughing ,0
424,Dixie:  URINALYSIS -COMPLETE/SEDIMENT,"Vomiting, not eating ",0
425,Dixie:  Augmentin 625mg Tablets,"Vomiting, not eating ",0
426,Skipper:  Medical Waste Level 1,Undescended testicles/periodontal disease ,1
427,Skipper:  Office Visit/Examination,Undescended testicles/periodontal disease ,0
428,Skipper:  Leptospira Vaccination,Undescended testicles/periodontal disease ,1
429,Skipper:  Canine Flu H3N2,Undescended testicles/periodontal disease ,1
430,Skipper:  CANINE FLU VACCINE (H3N8),Undescended testicles/periodontal disease ,1
431,Skipper:  AD Schem/cbc/t4=,Undescended testicles/periodontal disease ,1
432,Skipper:  AD Heartworm/Lyme/Ehrlichia/Anaplasmos=,Undescended testicles/periodontal disease ,1
433,Skipper:  Lyme Vaccination,Undescended testicles/periodontal disease ,1
434,Skipper:  Sanos Dental Sealant,Undescended testicles/periodontal disease ,0
435,Skipper:  FLOCILLIN *,Undescended testicles/periodontal disease ,0
436,Skipper:  Castration Dog Inguinal,Undescended testicles/periodontal disease ,0
437,Skipper:  METACAM LIQUID 10 ML^ (Meloxidyl),Undescended testicles/periodontal disease ,0
438,Skipper:  PROHEART 0-25 6 MONTH,Undescended testicles/periodontal disease ,1
439,Skipper:  ELECTROCARDIOGRAM,Undescended testicles/periodontal disease ,0
440,Skipper:  METACAM INJECTABLE(Meloxidyl)^,Undescended testicles/periodontal disease ,0
441,Skipper:  Buster Collar 12.5^,Undescended testicles/periodontal disease ,0
442,Skipper:  Basic Dental Prophylaxis,Undescended testicles/periodontal disease ,0
443,Oscar:  Tramadol HCL Tablet 50mg K9's,limping on righ rear leg ,0
444,Oscar:  Office Call/ Consultation <7years,limping on righ rear leg ,0
445,"Gyspy Queen:  Examination, Canine / Feline",Conjunctivits ,0
446,"Bandit:  Feline I/D Can, Hill's",Food and Fecal test ,0
447,Bandit:  Praziquantel (Drontal) Fel 18.2mg tab,Food and Fecal test ,0
448,Bandit:  Fecal Panel Comprehensive - Idexx(24639),Food and Fecal test ,0
449,"Bandit:  Feline I/D Dry Sample, Hill's",Food and Fecal test ,0
450,"C.C.:  Examination, Canine / Feline","Hematuria, Stranguria  ",0
451,Fritz:  Consult Nine Month Puppy,"Anxiety Disregard puppy exam. Call 952-884-8248 with any questions or concerns, thank you.",0
452,Fritz:  Trazodone 100 mg Tablet,"Anxiety Disregard puppy exam. Call 952-884-8248 with any questions or concerns, thank you.",0
453,Percy:  Exam/Consultation   Medical Condition,Lethargic  ,0
454,Spike :  Ear cleaning Bi-lateral ,vomitting  ,1
455,"Mandy:  Examination, Canine / Feline","Gastroenteritis, Vomiting  ",0
456,Trevor:  Dasuquin Sm/Md Dog Soft Chew 84ct,Arthritis ,0
457,Trevor:  Grapiprant (Galliprant) 20mg Tab DISPMED,Arthritis ,0
458,Sales Tax,Arthritis ,0
459,Bella:  Exam 8a-12a,"shaking, startling easy, lethargic ",0
460,Linda:  Exam/Consultation    Well Patient,ears and bump on lip ,0
461,Linda:  AC CBC SA600,ears and bump on lip ,1
462,Emma:  Influenza Vaccine - Nobivac K9,Tick on body ,1
463,Emma:  Examination - Comprehensive,Tick on body ,0
464,Emma:  Lepto Vaccine,Tick on body ,1
465,Emma:  Bravecto 44.1 - 88lb single dose (blue),Tick on body ,1
466,Emma:  TRAZODONE HCL TABS 100MG,Tick on body ,0
467,Dino:  FECAL FLOAT & GIARDIA (24639 IDEXX),diarrhea ,0
468,Dino:  MISCELLANEOUS,diarrhea ,0
469,Dino:  Metronidazole 250 mg Tablets,diarrhea ,0
470,Riley:  Combo - 4dx Heartworm Test,liver profile for monitoring on Denamarin  Cryo,1
471,Riley:  Canine Distemper 3yr,liver profile for monitoring on Denamarin  Cryo,1
472,Riley:  Senior Wellness Physical Exam,liver profile for monitoring on Denamarin  Cryo,0
473,"Riley:  Lyme Disease, Initial",liver profile for monitoring on Denamarin  Cryo,1
474,Riley:  Osha- Disp. Needles,liver profile for monitoring on Denamarin  Cryo,0
475,Riley:  Super Senior,liver profile for monitoring on Denamarin  Cryo,0
476,Riley:  Cryo Pen Charge Initial Site,liver profile for monitoring on Denamarin  Cryo,0
477,Chelsea:  Metacam Oral Suspension 100 ml,On going pain meds  ,0
478,Chloe:  Rovera (Carprofen) 100mg Cw Tab DISPMED,possible accidental ingestion of medication Ran bloodwork just incase she did ingest the medication,0
479,Chloe:  Chem 5 (5-6 Tests) IHLAB,possible accidental ingestion of medication Ran bloodwork just incase she did ingest the medication,0
480,"Coco:  Examination, Comprehensive",Injury to the face ,0
481,Winston:  Express Anal Glands,CCR ,0
482,Winston:  Canine Vaccination,CCR ,1
483,Winston:  Annual Physical Exam / Consult,CCR ,0
484,Bailey:  Canine D/D Potato & Salmon 8lbs,Cartrophen & Rx Diet ,0
485,Bailey:  Cartrophen Injection #2 (<5kg),Cartrophen & Rx Diet ,0
486,Bailey:  Dolpac 10 (Tabs) (+DF),Cartrophen & Rx Diet ,1
487,Earl:  Exam Emergency Regular Hours,Vaccine reaction ,0
488,Earl:  Dexamethasone SP (gen) 4mg/mL/mL OPINJ,Vaccine reaction ,0
489,Earl:  Diphenhydramine (gen) 50mg/mL/mL OPINJ,Vaccine reaction ,0
490,Irie:  Feline Examination,eye infection ,0
491,Irie:  Tobradex Susp 5mL,eye infection ,0
492,Irie:  Discount: Feline Examination,eye infection ,0
493,Nero:  Cerenia 60mg  (per tab),preanesthestic work up ,0
494,"Nero:  Pre-op Screen, CBC Early Detection SA055",preanesthestic work up ,0
495,Ginger:  Fine Needle Aspiration,new lump found ,0
496,Ginger:  Cytology Referred/Shipping,new lump found ,0
497,"Dieter:  Superchem,CBC,T4,& UA",Diabetes ,0
498,Dieter:  Laboratory collection fee,Diabetes ,0
499,Dieter:  Blood Glucose,Diabetes ,0
500,Bentley:  4Dx SNAP In-House,limping ,0
501,Bentley:  Radiograph- 1st view,limping ,0
502,Bentley:  Office Visit,limping ,0
503,Bentley:  Carprofen 75 mg,limping ,0
504,Frankie:  Cytology Skin Recheck IHLAB,Skin and ear infection ,0
505,Frankie:  Enro/Keto/Triam CMP IHMED,Skin and ear infection ,0
506,Frankie:  DA2P  Vaccine 3yr,Skin and ear infection ,1
507,Frankie:  SkinGuard Restore Mousse 200mL DISPMED,Skin and ear infection ,0
508,Frankie:  CADI (Cytopoint) 40.1-60lb OPINJ,Skin and ear infection ,0
509,Frankie:  Fecal O&PCmb T808 1yr,Skin and ear infection ,1
510,Frankie:  Parvo Vaccine 3yr,Skin and ear infection ,1
511,Frankie:  Ear Cleaning Simple,Skin and ear infection ,0
512,Frankie:  Cefpodoxime (gen) 200mg Tab DISPMED,Skin and ear infection ,0
513,Milo:  Cage Occupancy Charge - Drop Off,VOMITING AND NOT EATING ,0
514,Milo:  Radiograph Review,VOMITING AND NOT EATING ,0
515,Milo:  Radiographs & Evaluation - Abdomen,VOMITING AND NOT EATING ,0
516,Milo:  Sub Q Fluids In Hospital,VOMITING AND NOT EATING ,0
517,Milo:  Examination & Office Call,VOMITING AND NOT EATING ,0
518,Milo:  Hills Feline I/D  2.9oz Stew ,VOMITING AND NOT EATING ,0
519,Milo:  Injection - Cerenia,VOMITING AND NOT EATING ,0
520,Milo:  Cerenia Tablets  24mg ,VOMITING AND NOT EATING ,0
521,Sales Tax,VOMITING AND NOT EATING ,0
522,Lucy:  Canine Puppy DHPP booster 2 of 2,Conjunctivitis - BNP H ointment  ,1
523,Lucy:  Drontal Plus 68.0 mg,Conjunctivitis - BNP H ointment  ,1
524,Lucy:  BNP H Ointment 3.5gm,Conjunctivitis - BNP H ointment  ,0
525,Dakota:  VT Fecal OP - not fltg or opg,Giardia ,0
526,Odin:  Brief Examination,swallowed a sock ,0
527,Odin:  Induce Vomiting With Apo-Morphine,swallowed a sock ,0
528,Diamond:  Cystocentesis,Bloody diarrhea ,0
529,Diamond:  Radiographic Consultation Routine,Bloody diarrhea ,0
530,Diamond:  CBC/Chemistry Panel - In House,Bloody diarrhea ,0
531,Diamond:  Metronidazole (Flagyl) 50 mg,Bloody diarrhea ,0
532,Diamond:  Complete Urinalysis,Bloody diarrhea ,0
533,Diamond:  Radiographs - 2 Full Views,Bloody diarrhea ,0
534,Diamond:  I/D Canine Low Fat Vetetable & Chicken S,Bloody diarrhea ,0
535,Diamond:  Exam - Consultation,Bloody diarrhea ,0
536,"Diamond:  Proviable Kit, Small dog 15ml syringe, 1",Bloody diarrhea ,0
537,Phusser:  Skin scraping,skin infection ,0
538,Phusser:  Physical exam / consultation,skin infection ,0
539,Phusser:  CADI injection 10.1-20 lb,skin infection ,0
540,Phusser:  Simplicef 100 mg,skin infection ,0
541,Phusser:  Dispensing fee,skin infection ,0
542,Phusser:  Cytology - skin impression smear,skin infection ,0
543,BRUTUS:  Sileo Gel 0.1mg/ml 3ml #80359,Noise Phobia/Anxiety ,0
544,Kit:  metronidazole 500mg #14 tablet B 7D   rx,diarhhea tx ,0
545,River:  Panacur 40# 3 Pack gg rx fenbendazole,diarhhea tx ,0
546,Kit:  metronidazole 250MG #14 tablet B 7D   rx,diarhhea tx ,0
547,Kit:  Panacur 40# 3 Pack gg rx fenbendazole,diarhhea tx ,0
548,River:  metronidazole 500mg #28 tablet 2B 7d  rx,diarhhea tx ,0
549,"Joey:  Examination, Medical Progress",elev ated LFT's ,0
550,Joey:  Radiograph - Initial View,elev ated LFT's ,0
551,Joey:  Radiograph - Additional View,elev ated LFT's ,0
552,Joey:  Ultrasound- Level 2,elev ated LFT's ,0
553,Joey:  Denamarin Adv Chew Large Dog 30ct,elev ated LFT's ,0
554,Joey:  Apoquel Tabs 16mg,elev ated LFT's ,0
555,Joey:  GentaCalm 60ml,elev ated LFT's ,0
556,Frosty:  Safe Guard 10% Suspension,Giardia  ,1
557,Schnitzel:  Fine Needle Aspirate (FNA),Cytology  ,0
558,"Schnitzel:  Cytology - Tissue, Mass (In-house)",Cytology  ,0
559,Schnitzel:  Comprehensive Physical Exam,Cytology  ,0
560,Luna:  LEPTOSPIROSIS 1ST VACCINE,Check hot spot ,0
561,Freckles:  EXAM/CONSULTATION,Check hot spot ,0
562,Mac:  Aventi GI Complete Paste 15mL,Diarrhea ,0
563,Mac:  Fenbendazole (Panacur) Susp 10%/mL DISPMED,Diarrhea ,0
564,Mac:  Metronidazole (gen) 250mg Tab DISPCHR,Diarrhea ,0
565,Mac:  Exam/Consultation   Medical Condition,Diarrhea ,0
566,Joey:  Intestinal Parasite Screening Panel,Soft Stool ,0
567,Joey:  Culture and Sensitivity FECAL,Soft Stool ,0
568,Joey:  Fecal Pathogen Panel (Clost Giardia Cryp,Soft Stool ,0
569,Samson:  CBC I/H + VS2 Comp Profile,Out patient CT - looking for liver shunt ,0
570,Samson:  CT BNDL Out-Patients - Priority Interp,Out patient CT - looking for liver shunt ,0
571,Samson:  Sample collection fee,Out patient CT - looking for liver shunt ,0
572,Chubbs:  Boarding Daycare- Full,Respiratory Issues ,0
573,Chubbs:  Boarding Daycare- Full,Respiratory Issues ,0
574,Chubbs:  Medical Exam,Respiratory Issues ,0
